filename,transcript,duration
common_voice_en_41952177.mp3,DENNY RESPONDED IN VERSE,4.003
common_voice_en_41952209.mp3,VISION IN RETURN FOR EQUITY IN THE COMPANY,4.615
common_voice_en_41952256.mp3,FINANCIAL TERMS WERE NOT DISCLOSED,4.147
common_voice_en_41952276.mp3,THE PILOT MADE IT BACK TO HIS BASE,3.788
common_voice_en_41952277.mp3,EACH OF THE LOTS HAVE RIVER FRONTAGE,4.255
common_voice_en_41952302.mp3,SHE IS A MOTHER OF TWO SONS NAMED KAYDEN CASH AND SEBASTIAN EVANS,7.567
common_voice_en_41961951.mp3,THIS WAS A COMPILATION OF THE FIRST THREE EPISODES OF SERIES TWO,5.623
common_voice_en_41962016.mp3,THE ARMY'S OPERATIONAL HEADQUARTERS FORCES COMMAND IS LOCATED AT VICTORIA BARRACKS IN SYDNEY,7.963
common_voice_en_41962071.mp3,THE REBRANDING PROCESS WAS REFERRED INTERNALLY TO AS PROJECT HYPHEN,5.696
common_voice_en_41962321.mp3,THIS IS WHERE THE KITCHEN OR GALLEY WAS SITUATED AND THE FOOD WAS COOKED,5.407
common_voice_en_41962341.mp3,DEPENDING ON CERTAIN PLAYER ACTIONS IN SYMPHONY THE PLAYER WILL RECEIVE DIFFERENT ENDINGS,6.308
common_voice_en_41962478.mp3,HE WON HIS FIRST CAREER RACE AT NEW HAMPSHIRE AND FINISHED EIGHTH IN POINTS,6.668
common_voice_en_41962479.mp3,HER PARENTS MET WORKING AT POLAROID,3.463
common_voice_en_42220389.mp3,FURTHERMORE MIRIAM EMPHASIZES THE IMPORTANCE OF STAYING HYDRATED THROUGHOUT THE FLIGHT,8.575
common_voice_en_42220414.mp3,THIS EVENT SERVES AS THE CATALYST FOR THE REST OF THE NARRATIVE,6.056
common_voice_en_42220435.mp3,THIS RULE WILL PROBABLY NOT BE GOOD FOR THAT KIND OF PERSON,4.904
common_voice_en_42220527.mp3,INSTEAD A DIRT HIGHWAY GOING NORTHEAST REACHES ARUA AND GULU NORTH OF THE LAKE,7.027
common_voice_en_42220889.mp3,THEIR SOLES NEED TO POSSESS BOTH SLIP AND GRIP CHARACTERISTICS,5.947
common_voice_en_42221034.mp3,SLOMAN WAS MARRIED WITH THREE DAUGHTERS,4.723
common_voice_en_42221077.mp3,HE WAS NAMED AS CHARLES BY HIS PARENTS WHEN HE WAS BORN,4.976
common_voice_en_42221538.mp3,DANNY KINGSBURY WAS THE ARCHITECT OF THIS NEW STATION AS PROGRAM DIRECTOR,6.848
common_voice_en_41383256.mp3,THE OUTER RIM HAS UNDERGONE SOME EROSION DUE TO SUBSEQUENT IMPACTS,4.832
common_voice_en_41823983.mp3,FOR PURPOSES OF THIS DEFINITION THE INTENT MAY BE CONDITIONAL,4.74
common_voice_en_41881685.mp3,BENNETT WAS EDUCATED AT LAWNSWOOD HIGH SCHOOL LEEDS AND HERTFORD COLLEGE OXFORD,8.072
common_voice_en_41799514.mp3,THESE RULES BECAME KNOWN AS ADMIRALLORD MOUNTEVANS RULES,7.928
common_voice_en_41552032.mp3,THE GROUPING TRADITIONALLY CALLED APES IS BRACKETED FROM THE RIGHT,6.236
common_voice_en_41827319.mp3,THE TRACK COCA LEAF IS MADE UP OF VOCAL SAMPLES OF SINGING WOMEN,5.623
common_voice_en_41526838.mp3,HE ALSO TAUGHT AT THE SAME UNIVERSITY,3.428
common_voice_en_41435787.mp3,MOST NARUTO VIDEO GAMES HAVE BEEN RELEASED ONLY IN JAPAN,6.811
common_voice_en_41633128.mp3,BOLD DENOTES PLAYERS CURRENTLY ACTIVE IN INTERNATIONAL FOOTBALL,5.66
common_voice_en_41586424.mp3,AT SOUTH SIDE GREER WAS AN ALL STATE SELECTION IN BOTH FOOTBALL AND TRACK,7.388
common_voice_en_41489529.mp3,RILEY AND BUFFY PURSUE IN HIS CAR,4.488
common_voice_en_41469700.mp3,THE COMBINED COMPANY WAS LATER RENAMED KIMBALL INTERNATIONAL,8.611
common_voice_en_41517336.mp3,IT ALSO FEATURES PUZZLES AND PLATFORMING ELEMENTS,3.716
common_voice_en_41423014.mp3,IT HAS THREE PLATFORMS,3.788
common_voice_en_41518962.mp3,AFTER GRADUATION SHE BECAME THE ADMINISTRATOR OF WESTERN'S FRENCH IMMERSION SCHOOL,9.296
common_voice_en_41592181.mp3,IT AIRS IN NORTH AMERICA VIA DISH NETWORK,4.688
common_voice_en_41532689.mp3,INSTEAD OF SIGNING ARTISTS HE MAKES ONETIME DEALS TO RELEASE THEIR SONGS AS SINGLES,8.0
common_voice_en_41503591.mp3,AFTER THIS THE TOWN WAS REBUILT AND SIMPLY REFERRED TO AS 'WELLS',8.18
common_voice_en_41816931.mp3,THAT WAS ENOUGH FOR A CONFLICT,5.083
common_voice_en_41267069.mp3,IN KOREA CARNATIONS EXPRESS ADMIRATION LOVE AND GRATITUDE,7.136
common_voice_en_41659267.mp3,NAVAL ACADEMY IN ANNAPOLIS,3.103
common_voice_en_41629760.mp3,IT ALSO LIKES FLOWER NECTAR FRUIT AND SOME SEEDS,6.128
common_voice_en_41674821.mp3,AFTER GRADUATION HE SERVED WITH THE ROYAL PRUSSIAN GEOLOGICAL INSTITUTE MAKING PHOTOGRAPHIC SURVEYS,8.864
common_voice_en_41577054.mp3,HE WORKED AS A BUILDER AND WAS LATER EMPLOYED AT HEATHROW AIRPORT,5.048
common_voice_en_41583225.mp3,IT HAS ALSO BEEN PROPOSED AS A POSSIBLE EXPLANATION FOR CLAIMS ASSOCIATED WITH STIGMATA,10.988
common_voice_en_41662681.mp3,HE LATER ATTENDED THE UNIVERSITY OF MARYLAND,3.392
common_voice_en_41486401.mp3,CUTTINGS ARE SLOW TO STRIKE ROOTS,4.255
common_voice_en_41503529.mp3,THE UNDERGRADUATE PROGRAM IN THEOLOGICAL STUDIES PROVIDES AN OVERALL VIEW OF THE CHRISTIAN MYSTERY,8.323
common_voice_en_41678018.mp3,BALANGIGA CAN BE REACHED THROUGH PUBLIC UTILITY VANS AND BUSES FROM TACLOBAN CITY,7.136
common_voice_en_41548292.mp3,THE OLD COMEDY WAS AWKWARD AND POOR IN ITS VERSIFICATION,6.308
common_voice_en_41680077.mp3,CONSIDERED A SHINING STAR OF THE CORE WORLDS,6.704
common_voice_en_41798570.mp3,A WIN EARNS A TWOYEAR EXEMPTION FOR MOST EVENTS,6.848
common_voice_en_41295264.mp3,THESE MAY ALSO BE FORGERIES TO CONCEAL IDENTITIES,5.083
common_voice_en_41645566.mp3,MOORE LIVES IN TORONTO,3.428
common_voice_en_41284140.mp3,IN LAO REPRESENTS A DOUBLED WORD,4.255
common_voice_en_41550758.mp3,MANY OF THE ILLUSTRATIONS HE CREATED FOR THE MAGAZINE DEPICT CHARACTERS SEEN THE FILM,6.524
common_voice_en_41543184.mp3,YOU JUST DIDN'T BOTHER SAYING 'THIS SUCKS' ANYMORE,4.688
common_voice_en_41693119.mp3,ITS HEADQUARTERS ARE IN THE TOWN OF DAMATURU THE STATE CAPITAL,5.984
common_voice_en_41796793.mp3,THIS IS A HARD ONE BECAUSE I DON'T REALLY BELIEVE IN GOD,4.615
common_voice_en_41798305.mp3,THE RANK HAS A RATHER CONFUSING HISTORY,5.947
common_voice_en_41731588.mp3,HE EXPERIENCED WEIGHTLESSNESS AND SAW THE CURVATURE OF THE EARTH,4.003
common_voice_en_41735538.mp3,HOLMES VERSUS COONEY WAS REFEREED BY MILLS LANE,3.571
common_voice_en_41307772.mp3,IT IS A FREEWAY FOR ITS ENTIRE LENGTH,3.716
common_voice_en_41307806.mp3,THIS GROUP BECAME LEGENDARY IN THE DANCE WORLD,4.003
common_voice_en_41547685.mp3,THE MOUNTAINS SEPARATE LUZON'S CENTRAL PLAIN FROM THE SOUTH CHINA SEA,5.228
common_voice_en_41547689.mp3,FUNDAMENTAL JUSTICE WAS THUS SEEN AS HAVING BEEN VIOLATED,4.615
common_voice_en_41587501.mp3,A MOSQUE IS SITUATED INSIDE SITIO BOLANGAN ON THE OUTSKIRTS OF THE CITY,7.548
common_voice_en_41654965.mp3,THE RIVER BEARING THIS NAME WAS RENAMED PAGAN RIVER,5.568
common_voice_en_41684833.mp3,A SIMILAR EXAMPLE IS CHARLOTTE PERKINS GILMAN'S STORY THE YELLOW WALLPAPER,7.116
common_voice_en_41685590.mp3,THE ESTABLISHMENT WAS COMMANDED BY AN OFFICER OF THE RANK OF LIEUTENANT COMMANDER,6.0
common_voice_en_41833893.mp3,APPLICATION IS USUALLY PERFORMED BY THE PATIENT,4.147
common_voice_en_41833909.mp3,THIS WOULD BECOME SULTAN HUSAYN MIRZA'S FIRST MERCENARY FORCE,6.955
common_voice_en_41795315.mp3,THE RESCUE OPERATION WAS AFFECTED BY RAIN,7.944
common_voice_en_41796378.mp3,HE ATTENDED SANTA MONICA HIGH SCHOOL,4.992
common_voice_en_41692019.mp3,BOTH MEN LEFT EVERYTHING THEY HAD IN THE RING,4.003
common_voice_en_41692025.mp3,FALLS AUTOMATICALLY INCUR A DEDUCTION DEPENDING ON THE LEVEL THE GYMNAST IS ON,5.947
common_voice_en_41539028.mp3,HE PAINTED IN THE SAME CHAPEL A PICTURE OF THE LAST JUDGMENT,5.516
common_voice_en_41539144.mp3,BARBOUR ATTENDED SCHOOL UNTIL SHE WAS FOURTEEN YEARS OLD,5.263
common_voice_en_41669299.mp3,THERE ARE TWO ORGANISATIONS SUPPORTING PEOPLE UNDERTAKING THE JOURNEY,6.308
common_voice_en_41669390.mp3,THE TEAM SPLIT LATER IN THE SEASON,3.356
common_voice_en_41465981.mp3,HIS SISTER MARRIED JOHN DARLEY BISHOP OF KILMORE ELPHIN AND ARDAGH,7.495
common_voice_en_41466012.mp3,THEY WENT HOME LADEN WITH SOUVENIR GIFTS AND EXPENSIVE PAINTINGS,5.623
common_voice_en_41466013.mp3,IT IS BILLED AS AN ANTICONSUMER LIFESTYLE,4.867
common_voice_en_41644631.mp3,IT WAS THE CENTRAL SUPPLY CENTRE FOR RAILWAY CONSTRUCTION,5.083
common_voice_en_41647486.mp3,HE APPEALED AND WAS SUBSEQUENTLY GIVEN A SUSPENDED SENTENCE AND FINE,5.984
common_voice_en_41647490.mp3,CHILD AND PRESTON'S BOOKS ARE NOTABLE FOR THEIR THOROUGH RESEARCH,5.875
common_voice_en_41746094.mp3,THIS WAS A CALCULATED KILLING DONE IN COLD BLOOD,4.184
common_voice_en_41746309.mp3,THE DIVISION COMMAND STRUCTURE BECAME A SPECIAL SERVICE BRIGADE COMMAND,6.056
common_voice_en_41748220.mp3,A NUMBER ARE IMPORTANT PARASITES,5.407
common_voice_en_41475404.mp3,HER KEEL WAS LAID AT THE PORTSMOUTH NAVY YARD,4.22
common_voice_en_41475405.mp3,HE MANAGED TO STEAL A GUN AND SHOOT ONE GERMAN INJURING HIM,4.723
common_voice_en_41632678.mp3,THE BAND PRODUCED IT THEMSELVES,3.607
common_voice_en_41474829.mp3,METRORAIL'S ORANGE LINE NOW CLOSELY FOLLOWS THIS LINE'S FORMER ROUTE,5.551
common_voice_en_41474834.mp3,THE COMPOSER NEVER MARRIED AND NO NAMES OF LOVERS ARE RECORDED,4.76
common_voice_en_41474836.mp3,EXPLAIN THE TERM BLUE BOX,3.571
common_voice_en_41474838.mp3,THE LIGHT SCULPTURE ON THE RHEINTURM IS THE LARGEST DIGITAL CLOCK IN THE WORLD,6.38
common_voice_en_41795709.mp3,AUSTRIA QUALIFIED ONE MALE OPEN WATER SWIMMER,5.12
common_voice_en_41795905.mp3,WHEN USED CORRECTLY A FAIRLY HIGH DEGREE OF PRECISION CAN BE ACHIEVED,6.524
common_voice_en_41796143.mp3,MUSEUM OF OLD MONACO IS INSTALLED ON THREE LEVELS,4.327
common_voice_en_41796169.mp3,IT IS STRONGLY LINKED WITH COUNTY MAYO CONNACHT,5.3
common_voice_en_41650651.mp3,PARTICULARLY REMARKABLE ARE THOSE OSTRACA WHICH CONTAIN LITURGICAL SONGS,7.152
common_voice_en_41650721.mp3,THERE WERE BEVEL GEARS ON THE SHAFT,3.012
common_voice_en_41650825.mp3,THE MAJORITY OF THE STATION'S PROGRAMMING IS PRODUCED AND BROADCAST FROM NOTTINGHAM,7.044
common_voice_en_41650834.mp3,MALLET DESIGNS WERE POPULAR IN HUNGARY TOO,4.488
common_voice_en_41414853.mp3,THE SEVEN HUMAN CASES HAVE ALL BEEN INFECTED ONLY AFTER CONTACT WITH SICK HORSES,6.128
common_voice_en_41414862.mp3,THEY SOON RECORDED FOR GIRLS LIKE YOU,3.175
common_voice_en_41414882.mp3,THEY ALSO RECEIVED UPDATED CAB SIGNALING SYSTEMS,4.327
common_voice_en_41414884.mp3,NOTABLE REGIONAL PROGRAMS HAVE INCLUDED SWITCHBACK AND LAND AND SEA,4.508
common_voice_en_41415275.mp3,IN THE TWO CASES OF A SMALL ORBIT THE STABILIZER IS NONTRIVIAL,4.723
common_voice_en_41415276.mp3,JOHNSON EARNED HIS THIRD PRO BOWL BERTH THAT SEASON,4.436
common_voice_en_41320212.mp3,CABLE ENDS UP SHOOTING HAMMER PARALYZING HIM,5.803
common_voice_en_41388272.mp3,THE BOAT WAS SINKING AND THE CREW WAS ABANDONING SHIP,6.776
common_voice_en_41405074.mp3,SHE BECOMES HIS SLAVE UNTIL SHE FREES HERSELF,7.027
common_voice_en_41459660.mp3,ONE MONTH BEFORE LOSING THE TITLE HIS BROTHER HAD BEEN MURDERED,6.704
common_voice_en_41515144.mp3,HASSELBACH'S PARENTS WERE TWO COMMUNISTPARTY LOYAL JOURNALISTS,5.875
common_voice_en_41651891.mp3,OTHER TOWNS WITHIN THE COMMUNE INCLUDE BASBELLAIN DRINKLANGE HAUTBELLAIN HULDANGE AND WILWERDANGE,11.995
common_voice_en_41485389.mp3,ADDITIONALLY THE UNIT HAS BEEN USED IN SOME UNUSUAL NONPASSENGER WORKINGS,7.064
common_voice_en_41485411.mp3,THE PATIENTS WELFARE COMMITTEE GRATEFULLY ACKNOWLEDGED THE LEAGUE FOR THE MOVE,5.444
common_voice_en_41485468.mp3,BLAIR WORKED CLOSELY WITH THE COUNTY HISTORIANS TO TRAIN AND ADVISE THEM,5.228
common_voice_en_41485470.mp3,THE REGION'S MAJOR AGRICULTURAL ACTIVITIES ARE COTTON AND CEREAL GROWING WINEMAKING AND SERICULTURE,7.567
common_voice_en_41485479.mp3,THE UNINCORPORATED COMMUNITIES OF LARSEN MEDINA JUNCTION AND MIKESVILLE ARE LOCATED WITHIN THE TOWN,7.784
common_voice_en_41485931.mp3,THE PAIR CAUSE AN UNDERSEA AVALANCHE THAT BURIES THEM FOR SEVERAL MONTHS,4.723
common_voice_en_41486095.mp3,SABBATH SUBSEQUENTLY LOSES THE DOCTOR'S TIMESENSITIVE HEART AND THE DOCTOR GROWS A NEW ONE,6.236
common_voice_en_41486099.mp3,THAT RESULTED THEREFORE THAT MOST OF THE NOBILITY IS UNTITLED IN THE NETHERLANDS,6.848
common_voice_en_41486103.mp3,TO WRITE ABOUT ME IS NOTHING LIKE IT IS TO BE WITH ME,5.803
common_voice_en_41486133.mp3,AFTER A YEARLONG LAYOFF HE RETURNED TO TRAINING,4.508
common_voice_en_41486135.mp3,EACH LINE IS REFERRED TO AS A CYLINDER BANK,3.788
common_voice_en_41288974.mp3,THE TRADITIONAL BOATS ARE CALLED KETEKS OR SAMPANS,4.436
common_voice_en_41288995.mp3,THE CITY GOVERNMENT IS A COUNCILMANAGER FORM OF GOVERNMENT,4.327
common_voice_en_41289037.mp3,HE WAS ELECTED A FELLOW OF THE ROYAL SOCIETY THE SAME YEAR,3.967
common_voice_en_41289083.mp3,GOOD AFTERNOON MRS BLEWETT,2.744
common_voice_en_41289090.mp3,IN THAT ELECTION HE WAS RETURNED ON THE REGIONAL LIST,3.284
common_voice_en_41289092.mp3,LAI BEGAN HER TEACHING CAREER AT SACRED HEARTS CONVENT,3.428
common_voice_en_41289105.mp3,MODERN MEANING TRIBE,2.708
common_voice_en_41289234.mp3,MATT THE MUTE WRITES OUT EVERYTHING HE WANTS TO SAY,5.155
common_voice_en_41289374.mp3,THE NEAREST RAILWAY STATION IS MOSES GATE AND METROLINK SERVES THE NEARBY RADCLIFFE STOP,7.207
common_voice_en_41289375.mp3,ADMINISTRATIVELY THIS RANGE IS PART OF THE SERMERSOOQ MUNICIPALITY,4.364
common_voice_en_41289381.mp3,LATER PICKUP TRUCKS IN EUROPE GAINED A FIFTH GEAR,3.535
common_voice_en_41289396.mp3,THE VILLAGE TODAY IS MAINLY RESIDENTIAL AND AGRICULTURAL BUT THERE IS SOME LIGHT INDUSTRY,6.236
common_voice_en_41289398.mp3,FISHER SUED DEES FOR COPYRIGHT INFRINGEMENT,3.463
common_voice_en_41289494.mp3,THERE'S NO ONE LEFT TO LIE TO,3.535
common_voice_en_41289508.mp3,ALEXANDER'S CLAIMS WERE RECOGNIZED BY THE ROMAN SENATE PTOLEMY PHILOMETOR OF EGYPT AND OTHERS,6.596
common_voice_en_41289521.mp3,POPE ARGUABLY SATIRISES IT FROM WITHIN RATHER THAN LOOKING DOWN JUDGMENTALLY ON THE CHARACTERS,5.984
common_voice_en_41289558.mp3,THE LAND OFFICE REFERRED THE CAVEAT TO THE SUPREME COURT OF THE NORTHWEST TERRITORIES,4.688
common_voice_en_41289580.mp3,THEIR DUTY IS TO ENFORCE THE FINANCIAL JUDGEMENTS OF THE LOCAL COURTS,4.436
common_voice_en_41289606.mp3,IT APPEARS ON LEWIS AND CLARK'S MAPS AS PORTPELLAH,4.255
common_voice_en_41289636.mp3,THE DEMERIT POINTS ARE ALSO IN CLOSE RELATION WITH THE STUDENTS' CONDUCT GRADE,4.795
common_voice_en_41289637.mp3,SHE WAS THE FIRST SHIP NAMED FOR COMMANDER FRANK RAGAN KING,4.327
common_voice_en_41289712.mp3,PART OF THE ORIGINAL WORKS SITE HAS BECOME A TESCO SUPERMARKET,4.003
common_voice_en_41290028.mp3,VARIOUS ACADEMIC INSTITUTIONS OFFER COURSES OF STUDY IN THE ETHICS OF MEDICAL HUMANITIES,5.875
common_voice_en_41290103.mp3,UNDELETION IS NOT FAILSAFE,2.527
common_voice_en_41290109.mp3,THAT DATE WAS ALSO POSTPONED,2.348
common_voice_en_41290111.mp3,THIS TRANSMISSION ELECTRON MICROSCOPE WAS USED AS A PROTOTYPE FOR LATER ELECTRON MICROSCOPES,4.976
common_voice_en_41290117.mp3,TUSSOCK TUNDRA DOMINATES THE TERRAIN SURROUNDING THE LAKE,3.428
common_voice_en_41290119.mp3,SCARLETT ACCEPTS ONLY FOR RHETT'S MONEY,4.184
common_voice_en_41290130.mp3,IT SPECIALIZED IN PUNK ROCK INDIE ROCK AND EMO,3.788
common_voice_en_41290137.mp3,THE NEWPORT BEACH PLANT WAS DEMOLISHED AND REZONED FOR RESIDENTIAL DEVELOPMENT,5.155
common_voice_en_41290178.mp3,ONCE THIS HAS STARTED THEN OTHER VARIETIES CAN BE INTRODUCED,4.075
common_voice_en_41290179.mp3,VAST AFRICAN OIL PALM PLANTATIONS NOW DOT THE AREA,4.255
common_voice_en_41290187.mp3,SOMETIMES THE CABLE FERRY IS HUMAN POWERED BY SOMEONE ON THE BOAT,3.356
common_voice_en_41290195.mp3,FURTHERMORE LAWYERS FRIENDS AND LIBERTARIANS GIVE THEIR VIEW OF THE STORY,4.615
common_voice_en_41290290.mp3,HIS LATER POEMS ARE INSPIRED BY A LATE LOVE FOR A VERY YOUNG GIRL,4.255
common_voice_en_41290379.mp3,HE ALSO HELD THE POSTS OF PRIME MINISTER AND FOREIGN MINISTER,3.535
common_voice_en_41290416.mp3,HE WAS OFTEN CALLED HONEST JOHN,4.003
common_voice_en_41290431.mp3,AFTER THE LOMBARD INVASION IT BELONGED TO THE DUCHY OF IVREA,6.524
common_voice_en_41290436.mp3,FOR EXAMPLE HE DID A STINT AS ONE OF THE WHAT'S MY LINE,6.128
common_voice_en_41290442.mp3,HICKS WAS BORN IN LONG BEACH CALIFORNIA,3.643
common_voice_en_41290444.mp3,A BULLPUP CONFIGURATION CALLED KUSHNAPUP IS ALSO AVAILABLE FOR ALL SAIGA CALIBERS,6.056
common_voice_en_41290465.mp3,ELIGIBLE FACILITIES CAN BE LOCATED IN ENGLAND SCOTLAND WALES OR NORTHERN IRELAND,5.875
common_voice_en_41290470.mp3,THIS EVENT INSPIRED HARRIS TO PAINT HIS A MEETING OF THE SCHOOL TRUSTEES,6.668
common_voice_en_41291108.mp3,UNLIKE SONIC TAILS CAN ALSO SWIM UNDERWATER,3.788
common_voice_en_41291129.mp3,THE TOWNSHIP INCLUDES DECORIA CEMETERY,3.067
common_voice_en_41291154.mp3,ONE OF HER STAINEDGLASS WINDOWS IS AT CHAMPDEMARS METRO STATION IN MONTREAL,4.255
common_voice_en_41291194.mp3,SHE BELONGS TO THE FIRST GENERATION OF ACTORS IN THE IVAN VAZOV NATIONAL THEATER,5.696
common_voice_en_41307022.mp3,THE TOWN OF ODDER IS LOCATED SOUTH OF THE CITY OF AARHUS,4.688
common_voice_en_41307074.mp3,WHAT'S ON EARTH,2.455
common_voice_en_41307214.mp3,THEN THERE WAS THE LONG CLIMB HOME,2.924
common_voice_en_41350374.mp3,IT IS WELL KNOWN FOR MAKING ITS WINDOW MANAGEMENT TRANSPARENT TO THE APPLICATION,4.723
common_voice_en_41350495.mp3,HE ALSO CAMPAIGNED AGAINST THE RELIANCE OF HOSPITALITY STAFF ON TIPS,5.083
common_voice_en_41350795.mp3,THEY HAD FOUR CHILDREN ALL BORN IN LOS ANGELES CALIFORNIA,3.643
common_voice_en_41351236.mp3,HE DESIGNED OPERAS INCLUDING LUCREZIA BORGIA FOR PRODUCTIONS STARRING DAME JOAN SUTHERLAND,5.984
common_voice_en_41366246.mp3,WHO IS HE,2.023
common_voice_en_41366367.mp3,THE INCREASED DETAIL IS MOST APPARENT IN GRAND PRIX MODE,4.184
common_voice_en_41366531.mp3,IT PRODUCES MANY TROPHY BASS ANNUALLY,3.607
common_voice_en_41368770.mp3,PUEBLO COUNTY HIGH SCHOOL EAST OF THE CITY IN VINELAND SERVES RURAL RESIDENTS,6.776
common_voice_en_41368771.mp3,ALL OTHER ISOTOPES HAVE HALFLIVES UNDER A DAY MOST UNDER AN HOUR,4.976
common_voice_en_41369027.mp3,OVERALL THE ECONOMY WILL EXPAND AND PRODUCTIVITY PER WORKER WILL INCREASE,6.776
common_voice_en_41369060.mp3,XENO DIED SOON AFTER,2.995
common_voice_en_41376847.mp3,DRAINAGE DENSITY DEPENDS UPON BOTH CLIMATE AND PHYSICAL CHARACTERISTICS OF THE DRAINAGE BASIN,6.236
common_voice_en_41441573.mp3,CHOLESTEROL REGULATES THE FUNCTION OF SEVERAL MEMBRANE PROTEINS ASSOCIATED WITH LIPID RAFTS,7.963
common_voice_en_41693457.mp3,EDIACARAN OF RUSSIAN FEDERATION AND SOUTH AUSTRALIA,3.824
common_voice_en_41605033.mp3,HOWEVER MCNEIL WAS CONFIDENT IN THE STRENGTH OF HIS DEFENSE AND REFUSED TO SURRENDER,6.559
common_voice_en_41605037.mp3,IT'S GOT SUSPENSE BUT NO STAYING POWER,4.508
common_voice_en_41632278.mp3,THE WORK IS DIVIDED INTO TWO BOOKS,3.967
common_voice_en_41632284.mp3,CONGRESS PASSED THE ACT IN ORDER TO AVOID A NATIONWIDE STRIKE,4.867
common_voice_en_41632329.mp3,THE SERIES WAS FILMED UNDER THE WORKING TITLE JERSEY,4.939
common_voice_en_41633275.mp3,THIS IS DIFFICULT HOWEVER SINCE HIS PROFESSION AND PERSONAL RELATIONSHIPS ARE OFTEN INTERTWINED,7.532
common_voice_en_41633303.mp3,CLUBS WITH THREE OR MORE PLAYERS REPRESENTED ARE LISTED,4.723
common_voice_en_41633321.mp3,HER MAJOR TECHNIQUE IS HAND PRINTING WITH INK AND MIXED MEDIA,4.976
common_voice_en_41633342.mp3,THE WORD IS RELATED TO TO SUNDER IN THE MEANING OF TO SEPARATE,4.939
common_voice_en_41633345.mp3,HE WAS ALSO THE CLUB'S TOP SCORER,3.643
common_voice_en_41640726.mp3,GEORGE EXPLORES THE CITY AND RESCUES A PARAGLIDER ON THE BAY BRIDGE,5.407
common_voice_en_41640797.mp3,ALUMNI OCCUPY A NUMBER OF SENIOR EXECUTIVE POSITIONS IN INDIA AND ABROAD,6.992
common_voice_en_41640858.mp3,AN ENQUIRY SERVICE IS AVAILABLE,3.824
common_voice_en_41640893.mp3,OTHER MINIMUM PERFORMANCE STANDARDS OR ELIGIBILITY CRITERIA MAY APPLY IN OTHER SPORTS,7.567
common_voice_en_41640903.mp3,HE PROMOTED THE NUCLEAR CENTER OF MEXICO THAT WOULD BE INAUGURATED AFTER HIS DEATH,6.631
common_voice_en_41640929.mp3,SHE STAYS IN A HUT OR SHELTER SPECIALLY MADE FOR HER,4.652
common_voice_en_41646807.mp3,AN OYSTER OF THE OLD SCHOOL WHOM NOBODY CAN OPEN,5.011
common_voice_en_41646828.mp3,WAYNE WAS ENRAGED AND DEMANDED A FULL COURTMARTIAL,5.155
common_voice_en_41646865.mp3,DURING THE OPENING SNOOPY PRACTICES MAGIC WITH WOODSTOCK BY HIS SIDE,6.487
common_voice_en_41646916.mp3,DE LUCO WAS BORN IN BASQUE COUNTRY,4.184
common_voice_en_41647307.mp3,AN EXCELLENT ARRANGEMENT PEARCE,3.679
common_voice_en_41650535.mp3,HIS ACTIVITIES IN THIS POST DEMANDED CONSTANT TRAVELLING THROUGH THE VERY EXTENSIVE DISTRICT,7.388
common_voice_en_41650559.mp3,AFTER LATELY DEBUTED ON E,4.364
common_voice_en_41653542.mp3,ALTERNATIVELY MISSION EQUIPMENT CAN BE INSTALLED IN THE CABIN AREA,5.84
common_voice_en_41653606.mp3,HOPEWELL JUNCTION IS LOCATED WITHIN THE TOWN OF EAST FISHKILL,5.731
common_voice_en_41653609.mp3,THE NAME OF THE BAND MAY BE TRANSLATED AS MEANINGFUL HALLUCINATIONS OR SEMANTIC HALLUCINATIONS,8.935
common_voice_en_41653613.mp3,FROM SCANDINAVIA THEY TRAVELLED SOUTH THROUGH RUSSIA,5.048
common_voice_en_41653632.mp3,THE CAMERA IS THEN PUSHED ALONG THE TRACK WHILE THE IMAGE IS BEING FILMED,5.516
common_voice_en_41653651.mp3,HE IS MARRIED TO CLAIRE,3.284
common_voice_en_41653757.mp3,SO THE SMALLER BOY BELONGED AT FIRST ALMOST ENTIRELY TO ANNIE,6.128
common_voice_en_41653758.mp3,GEORGE FINDS THE DRAGON AND TAKES IT INTO CUSTODY,5.083
common_voice_en_41653852.mp3,RED SHIRT WAS ALSO A POPULAR LEADER AND SERVED AS THREE BEARS' LIEUTENANT,5.768
common_voice_en_41653912.mp3,MARVEL EDITORS SCRAPPED THE STORY DUE TO CONCERNS ABOUT THE CONTROVERSY IT MIGHT GENERATE,6.524
common_voice_en_41653916.mp3,THE FOLLOWING YEAR HE WAS PROMOTED TO THE RANK OF LIEUTENANT,5.696
common_voice_en_41653928.mp3,COFFEY OPENED THE DOCK DISTILLERY ON GRAND CANAL STREET IN DUBLIN,5.84
common_voice_en_41653930.mp3,EVERYBODY LIKED HER FOR AMONG HER GOOD GIFTS WAS TACT,5.984
common_voice_en_41654122.mp3,HE HAS ALSO WRITTEN TWO NOVELS,3.679
common_voice_en_41654142.mp3,HE GREW UP IN TEANECK AND ATTENDED TEANECK HIGH SCHOOL,5.263
common_voice_en_41654173.mp3,IN INDIA THE ROOT BARK IS SOMETIMES USED FOR TANNING,5.516
common_voice_en_41664193.mp3,THE STATION IS BARRIER FREE FROM THE STREET TO THE BUS PLATFORMS,6.776
common_voice_en_41664201.mp3,HE DIED IN AMERICA WHERE HE HAD A VIRGINIA ESTATE,4.867
